org:group,resource country,org:resource,oranization country,org:role,concept:name,impact,product,time:timestamp,lifecycle:transition,case:concept:name
Org line C,Sweden,Börje,se,C_1,Accepted,Low,PROD153,2011-12-27 14:47:10+00:00,Wait,1-611506787
Org line C,Sweden,Börje,se,C_1,Completed,Low,PROD153,2012-01-03 10:49:38+00:00,Closed,1-611506787
Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2011-11-19 20:35:42+00:00,In Progress,1-612515539
Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2011-11-19 20:37:42+00:00,Awaiting Assignment,1-612515539
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2011-11-21 08:07:43+00:00,Awaiting Assignment,1-612515539
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-11-21 09:34:45+00:00,In Progress,1-613033122
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-11-28 16:12:09+00:00,Wait,1-613033122
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-12-05 20:38:55+00:00,In Progress,1-613033122
Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-02-08 21:42:42+00:00,Closed,1-613033122
Org line C,INDIA,-,in,E_7,Queued,Medium,PROD671,2012-02-21 11:11:30+00:00,Awaiting Assignment,1-613364032
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:07:54+00:00,In Progress,1-616288482
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:08:48+00:00,In Progress,1-616288482
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:16:44+00:00,Wait,1-616288482
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:20:36+00:00,Assigned,1-616288482
Org line C,Sweden,Jonas,in,E_8,Accepted,Medium,PROD473,2011-11-24 17:30:30+00:00,In Progress,1-616409083
Org line C,Sweden,Jonas,in,E_8,Completed,Medium,PROD473,2012-02-15 12:26:06+00:00,Closed,1-616409083
Org line C,Sweden,Jonas,in,E_8,Accepted,Medium,PROD473,2012-02-15 15:54:41+00:00,In Progress,1-616409083
Org line C,Sweden,Jonas,in,E_8,Completed,Medium,PROD473,2012-02-15 16:12:50+00:00,Closed,1-616409083
Org line A2,Sweden,Niklas,se,A2_2,Accepted,Low,PROD681,2011-11-25 12:33:57+00:00,In Progress,1-616977258
Org line A2,Sweden,Niklas,se,A2_2,Accepted,Low,PROD681,2012-01-05 11:31:53+00:00,Assigned,1-616977258
Org line A2,Sweden,Niklas,se,A2_2,Accepted,Low,PROD681,2012-04-23 11:06:44+00:00,In Progress,1-616977258
Org line A2,Sweden,Niklas,se,A2_2,Completed,Low,PROD681,2012-04-23 11:07:42+00:00,Closed,1-616977258
Org line C,Sweden,Ann-Charlotte,se,E_10,Accepted,Medium,PROD659,2011-11-25 11:23:38+00:00,In Progress,1-616993936
Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Medium,PROD659,2011-11-25 11:28:42+00:00,Awaiting Assignment,1-616993936
Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Medium,PROD659,2011-11-25 11:32:07+00:00,Awaiting Assignment,1-616993936
Org line C,Sweden,Vesa,se,C_6,Accepted,High,PROD805,2011-11-25 15:08:25+00:00,In Progress,1-617049384
Org line C,Sweden,Vesa,se,C_6,Completed,High,PROD805,2012-01-23 10:11:18+00:00,Closed,1-617049384
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-11-25 16:02:27+00:00,In Progress,1-617084616
Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-12-05 08:23:00+00:00,Wait,1-617084616
Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-02-08 21:55:10+00:00,Closed,1-617084616
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2011-11-28 09:22:46+00:00,In Progress,1-617356985
Org line C,USA,Robert,us,E_4,Completed,Medium,PROD793,2011-11-29 09:48:55+00:00,Closed,1-617356985
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2012-02-08 02:42:36+00:00,In Progress,1-617356985
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2012-02-08 03:04:57+00:00,Wait,1-617356985
Org line C,USA,Robert,us,E_4,Queued,Medium,PROD793,2012-03-07 12:54:59+00:00,Awaiting Assignment,1-617356985
Org line C,INDIA,Freddy,in,E_4,Accepted,Medium,PROD325,2011-11-29 04:12:33+00:00,In Progress,1-617696569
Org line C,INDIA,Freddy,in,E_4,Completed,Medium,PROD325,2011-12-19 04:43:18+00:00,Closed,1-617696569
Org line C,INDIA,Freddy,in,E_4,Accepted,Medium,PROD325,2012-01-18 12:05:10+00:00,In Progress,1-617696569
Org line C,INDIA,Freddy,in,E_4,Completed,Medium,PROD325,2012-01-18 12:07:06+00:00,Closed,1-617696569
Org line C,INDIA,Freddy,in,E_4,Accepted,Medium,PROD325,2012-02-14 09:15:07+00:00,In Progress,1-617696569
Org line C,INDIA,Freddy,in,E_4,Completed,Medium,PROD325,2012-02-14 09:15:35+00:00,Closed,1-617696569
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2011-11-30 04:43:31+00:00,In Progress,1-618041243
Org line A2,Sweden,Britt,se,A2_1,Queued,High,PROD350,2011-11-30 08:37:56+00:00,Awaiting Assignment,1-618041243
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2011-12-12 12:48:59+00:00,In Progress,1-618041243
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2011-12-12 14:52:54+00:00,Wait,1-618041243
Org line A2,Sweden,Britt,se,A2_1,Completed,High,PROD350,2012-01-19 16:18:51+00:00,Closed,1-618041243
Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2011-11-30 07:54:16+00:00,In Progress,1-618116069
Org line A2,Sweden,Britt,se,A2_1,Queued,Medium,PROD350,2011-11-30 08:14:54+00:00,Awaiting Assignment,1-618116069
Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2011-12-12 14:51:59+00:00,In Progress,1-618116069
Org line A2,Sweden,Britt,se,A2_1,Accepted,Medium,PROD350,2011-12-12 14:52:05+00:00,Wait,1-618116069
Org line A2,Sweden,Britt,se,A2_1,Completed,Medium,PROD350,2012-01-19 16:30:17+00:00,Closed,1-618116069
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-01 15:52:56+00:00,In Progress,1-618589528
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-01 15:54:50+00:00,Assigned,1-618589528
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-06 16:05:32+00:00,In Progress,1-618589528
Org line A2,Sweden,Britt,cn,A2_1,Accepted,Low,PROD350,2011-12-02 10:46:41+00:00,In Progress,1-619067777
Org line A2,Sweden,Britt,cn,A2_1,Queued,Low,PROD350,2011-12-02 10:47:20+00:00,Awaiting Assignment,1-619067777
Org line A2,Sweden,Britt,cn,A2_1,Accepted,Low,PROD350,2011-12-12 14:52:12+00:00,In Progress,1-619067777
Org line A2,Sweden,Britt,cn,A2_1,Accepted,Low,PROD350,2011-12-12 14:52:18+00:00,Wait,1-619067777
Org line C,USA,Robert,se,E_4,Queued,High,PROD436,2011-12-06 11:35:01+00:00,Awaiting Assignment,1-619109941
Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD436,2011-12-06 12:50:12+00:00,In Progress,1-619109941
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD436,2011-12-06 12:56:00+00:00,Awaiting Assignment,1-619109941
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD436,2012-01-30 14:13:13+00:00,Awaiting Assignment,1-619109941
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD436,2012-01-30 14:13:51+00:00,Awaiting Assignment,1-619109941
Org line C,Sweden,Martin,se,C_6,Queued,High,PROD436,2012-01-30 14:17:46+00:00,Awaiting Assignment,1-619109941
Org line C,Sweden,Pascal,se,C_6,Accepted,High,PROD436,2012-01-30 14:31:28+00:00,In Progress,1-619109941
Org line C,France,Olivier,fr,C_6,Queued,Medium,PROD13,2011-12-02 13:57:32+00:00,Awaiting Assignment,1-619146141
Org line A2,Sweden,Maria,se,A2_4,Accepted,High,PROD591,2011-12-02 15:37:58+00:00,In Progress,1-619254483
Org line A2,Sweden,Maria,se,A2_4,Completed,High,PROD591,2012-01-10 10:11:14+00:00,Closed,1-619254483
Org line A2,Sweden,Viktoria,se,A2_3,Accepted,High,PROD231,2011-12-05 13:01:36+00:00,In Progress,1-619699161
Org line A2,Sweden,Viktoria,se,A2_3,Queued,High,PROD231,2011-12-05 13:13:30+00:00,Awaiting Assignment,1-619699161
Org line A2,Sweden,Kristina,se,A2_3,Accepted,High,PROD231,2011-12-06 08:28:52+00:00,In Progress,1-619699161
Org line A2,Sweden,Kristina,se,A2_3,Completed,High,PROD231,2011-12-06 09:41:47+00:00,Closed,1-619699161
Org line G4,Sweden,David,se,,Accepted,High,PROD231,2012-01-30 13:40:16+00:00,Assigned,1-619699161
Org line G4,Sweden,David,se,,Accepted,High,PROD231,2012-02-01 20:50:03+00:00,In Progress,1-619699161
Org line G4,Sweden,David,se,,Completed,High,PROD231,2012-02-01 20:51:19+00:00,Closed,1-619699161
Org line G4,Sweden,Rickard,se,,Accepted,Medium,PROD374,2011-12-06 07:51:12+00:00,In Progress,1-620015297
Org line G4,Sweden,Rickard,se,,Completed,Medium,PROD374,2012-02-08 14:12:13+00:00,Closed,1-620015297
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2011-12-07 05:38:29+00:00,In Progress,1-620432583
Org line A2,Sweden,Britt,se,A2_1,Queued,High,PROD350,2011-12-07 05:39:00+00:00,Awaiting Assignment,1-620432583
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2011-12-12 14:51:36+00:00,In Progress,1-620432583
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2011-12-12 14:51:48+00:00,Wait,1-620432583
Org line A2,Sweden,Britt,se,A2_1,Accepted,High,PROD350,2012-01-19 15:53:52+00:00,In Progress,1-620432583
Org line A2,Sweden,Britt,se,A2_1,Completed,High,PROD350,2012-01-19 16:05:09+00:00,Closed,1-620432583
Org line C,Sweden,Praveen,se,E_10,Accepted,Medium,PROD802,2011-12-07 09:12:52+00:00,In Progress,1-620483711
Org line C,Sweden,Praveen,se,E_10,Queued,Medium,PROD802,2011-12-07 09:27:06+00:00,Awaiting Assignment,1-620483711
Org line C,Sweden,Martin,se,C_6,Queued,Medium,PROD802,2011-12-08 08:57:49+00:00,Awaiting Assignment,1-620483711
Org line C,Sweden,Martin,se,C_6,Accepted,Medium,PROD802,2011-12-14 12:58:14+00:00,In Progress,1-620483711
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-08 11:10:07+00:00,In Progress,1-620925267
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-08 11:19:05+00:00,Assigned,1-620925267
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-13 12:56:25+00:00,In Progress,1-620925267
Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2011-12-08 12:59:55+00:00,In Progress,1-621039603
Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-01-04 16:43:32+00:00,Closed,1-621039603
Org line D,Sweden,Bikshamaiah,in,D_2,Accepted,Medium,PROD597,2011-12-09 08:18:16+00:00,In Progress,1-621311061
Org line D,Sweden,Bikshamaiah,in,D_2,Completed,Medium,PROD597,2011-12-09 08:22:15+00:00,Closed,1-621311061
Org line D,Sweden,Bikshamaiah,in,D_2,Accepted,Medium,PROD597,2011-12-12 11:34:36+00:00,In Progress,1-621311061
Org line D,Sweden,Bikshamaiah,in,D_2,Accepted,Medium,PROD597,2011-12-12 11:38:44+00:00,In Progress,1-621311061
Org line D,Sweden,Bikshamaiah,in,D_2,Completed,Medium,PROD597,2011-12-21 12:01:07+00:00,Closed,1-621311061
Org line C,Sweden,Bikshamaiah,in,E_8,Accepted,Medium,PROD597,2012-01-06 11:08:42+00:00,In Progress,1-621311061
Org line C,Sweden,Bikshamaiah,in,E_8,Completed,Medium,PROD597,2012-01-06 11:09:47+00:00,Closed,1-621311061
Org line C,Sweden,Bikshamaiah,in,E_8,Accepted,Medium,PROD597,2012-01-06 13:35:53+00:00,In Progress,1-621311061
Org line C,Sweden,Bikshamaiah,in,E_8,Completed,Medium,PROD597,2012-02-17 10:12:40+00:00,Closed,1-621311061
Org line C,Sweden,Mikael,se,C_6,Accepted,Medium,PROD154,2011-12-09 08:13:39+00:00,In Progress,1-621322866
Org line C,Sweden,Mikael,se,C_6,Completed,Medium,PROD154,2012-01-17 14:00:57+00:00,Closed,1-621322866
Org line C,Belgium,Peter,br,E_1,Accepted,Medium,PROD745,2011-12-09 11:38:35+00:00,In Progress,1-621393223
Org line C,Belgium,Peter,br,E_1,Queued,Medium,PROD745,2011-12-09 12:33:04+00:00,Awaiting Assignment,1-621393223
Org line C,Belgium,Peter,br,C_1,Queued,Medium,PROD745,2011-12-09 12:44:12+00:00,Awaiting Assignment,1-621393223
Org line C,Sweden,Marie,br,C_1,Accepted,Medium,PROD745,2011-12-09 13:31:39+00:00,Assigned,1-621393223
Org line B,Brazil,Thiago,br,E_6,Accepted,Medium,PROD745,2012-04-20 17:34:45+00:00,In Progress,1-621393223
Org line B,Brazil,Thiago,br,E_6,Completed,Medium,PROD745,2012-04-20 17:34:51+00:00,Closed,1-621393223
Org line A2,France,Frederic,fr,A2_2,Accepted,Medium,PROD631,2011-12-12 15:33:32+00:00,In Progress,1-622295317
Org line A2,France,Frederic,fr,A2_2,Accepted,Medium,PROD631,2012-03-02 11:22:18+00:00,Wait,1-622295317
Org line A2,France,Frederic,fr,A2_2,Completed,Medium,PROD631,2012-03-22 15:45:50+00:00,Closed,1-622295317
Org line A2,Sweden,Britt,se,A2_1,Accepted,Low,PROD350,2011-12-13 04:07:15+00:00,In Progress,1-622618613
Org line A2,Sweden,Britt,se,A2_1,Queued,Low,PROD350,2011-12-13 04:07:39+00:00,Awaiting Assignment,1-622618613
Org line A2,Sweden,Britt,se,A2_1,Accepted,Low,PROD350,2011-12-13 07:11:12+00:00,In Progress,1-622618613
Org line A2,Sweden,Britt,se,A2_1,Accepted,Low,PROD350,2011-12-13 07:11:20+00:00,Wait,1-622618613
Org line A2,Sweden,Britt,se,A2_1,Completed,Low,PROD350,2012-01-19 16:38:31+00:00,Closed,1-622618613
Org line C,Sweden,Bikshamaiah,in,E_8,Accepted,Low,PROD597,2011-12-13 09:52:25+00:00,In Progress,1-622652886
Org line C,Sweden,Bikshamaiah,in,E_8,Completed,Low,PROD597,2012-04-30 17:41:11+00:00,Closed,1-622652886
Org line C,INDIA,Sameer,in,E_4,Accepted,Low,PROD436,2011-12-13 10:19:11+00:00,In Progress,1-622783644
Org line C,INDIA,Sameer,in,E_4,Accepted,Low,PROD436,2011-12-26 13:32:16+00:00,Wait,1-622783644
Org line C,INDIA,Sameer,in,E_4,Accepted,Low,PROD436,2012-05-18 09:01:25+00:00,In Progress,1-622783644
Org line C,INDIA,Sameer,in,E_4,Completed,Low,PROD436,2012-05-18 09:02:02+00:00,Closed,1-622783644
Org line A2,Sweden,Venkata,se,A2_4,Accepted,Medium,PROD337,2011-12-13 15:36:57+00:00,In Progress,1-622847448
Org line A2,Sweden,Venkata,se,A2_4,Accepted,Medium,PROD337,2012-03-13 14:23:34+00:00,Assigned,1-622847448
Org line C,France,Michel,fr,,Accepted,High,PROD424,2011-12-13 11:27:52+00:00,In Progress,1-622856843
Org line C,France,Michel,fr,,Completed,High,PROD424,2012-01-24 09:29:10+00:00,Closed,1-622856843
Org line A2,Sweden,Tomas,cn,A2_2,Accepted,High,PROD753,2011-12-13 13:52:14+00:00,In Progress,1-622940906
Org line A2,Sweden,Tomas,cn,A2_2,Accepted,High,PROD753,2012-01-13 10:07:55+00:00,In Progress,1-622940906
Org line A2,Sweden,Tomas,cn,A2_2,Completed,High,PROD753,2012-01-17 11:10:00+00:00,Closed,1-622940906
Org line C,Sweden,Rakesh,us,E_10,Accepted,High,PROD408,2011-12-14 16:16:05+00:00,In Progress,1-623873811
Org line C,Sweden,Rakesh,us,E_10,Queued,High,PROD408,2011-12-14 16:16:44+00:00,Awaiting Assignment,1-623873811
Org line C,USA,Kymaria,us,V3_3,Accepted,High,PROD408,2012-01-25 16:21:33+00:00,In Progress,1-623873811
Org line C,USA,Kymaria,us,V3_3,Accepted,High,PROD408,2012-01-25 16:23:52+00:00,Wait,1-623873811
Org line C,USA,Kymaria,us,V3_3,Completed,High,PROD408,2012-02-17 17:02:19+00:00,Closed,1-623873811
Org line G4,Sweden,Rickard,se,,Accepted,Low,PROD374,2011-12-15 10:55:26+00:00,In Progress,1-624219528
Org line G4,Sweden,Rickard,se,,Completed,Low,PROD374,2012-03-27 11:36:54+00:00,Closed,1-624219528
Org line C,Sweden,Prasad,in,E_10,Queued,Medium,PROD698,2012-01-10 13:26:31+00:00,Awaiting Assignment,1-624403918
Org line C,Sweden,Mikael,se,E_6,Accepted,High,PROD148,2011-12-15 15:23:36+00:00,In Progress,1-624450715
Org line C,Sweden,Mikael,se,E_6,Accepted,High,PROD148,2011-12-15 15:23:45+00:00,Wait,1-624450715
Org line C,Sweden,Mikael,se,E_6,Completed,High,PROD148,2012-03-30 14:07:57+00:00,Closed,1-624450715
Org line G4,Sweden,Rickard,se,,Accepted,High,PROD374,2011-12-16 09:51:26+00:00,In Progress,1-624745314
Org line G4,Sweden,Rickard,se,,Completed,High,PROD374,2012-02-08 14:15:41+00:00,Closed,1-624745314
Org line C,France,Olivier,fr,C_6,Accepted,Major,PROD793,2011-12-17 12:18:28+00:00,In Progress,1-625322174
Org line C,France,Olivier,fr,C_6,Queued,Major,PROD793,2011-12-17 12:19:36+00:00,Awaiting Assignment,1-625322174
Org line A2,Sweden,Britt,se,A2_1,Accepted,Low,PROD350,2011-12-19 03:13:32+00:00,In Progress,1-625459293
Org line A2,Sweden,Britt,se,A2_1,Queued,Low,PROD350,2011-12-19 03:14:22+00:00,Awaiting Assignment,1-625459293
Org line A2,Sweden,Britt,se,A2_1,Accepted,Low,PROD350,2012-01-05 14:08:46+00:00,In Progress,1-625459293
Org line A2,Sweden,Britt,se,A2_1,Accepted,Low,PROD350,2012-01-05 14:25:39+00:00,Wait,1-625459293
Org line A2,Sweden,Britt,se,A2_1,Completed,Low,PROD350,2012-01-19 16:33:55+00:00,Closed,1-625459293
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-20 14:07:40+00:00,In Progress,1-626515794
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-20 14:26:59+00:00,Assigned,1-626515794
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,High,PROD236,2011-12-23 15:33:36+00:00,Assigned,1-626515794
Org line C,Sweden,Leif,se,E_10,Accepted,Medium,PROD646,2011-12-21 15:43:03+00:00,In Progress,1-627630611
Org line C,Sweden,Leif,se,E_10,Queued,Medium,PROD646,2011-12-21 15:46:04+00:00,Awaiting Assignment,1-627630611
Org line A2,Sweden,Vikrant,se,A2_4,Accepted,Medium,PROD337,2011-12-22 13:59:52+00:00,In Progress,1-628078553
Org line A2,Sweden,Vikrant,se,A2_4,Completed,Medium,PROD337,2012-04-19 17:42:44+00:00,Closed,1-628078553
Org line G4,Sweden,Ing-Marie,se,,Accepted,High,PROD337,2011-12-22 14:57:58+00:00,In Progress,1-628105478
Org line G4,Sweden,Ing-Marie,se,,Accepted,High,PROD337,2012-02-02 12:54:54+00:00,Assigned,1-628105478
Org line C,INDIA,-,in,E_7,Accepted,Low,PROD424,2011-12-22 17:18:37+00:00,In Progress,1-628203323
Org line C,INDIA,-,in,E_7,Accepted,Low,PROD424,2011-12-22 17:21:45+00:00,In Progress,1-628203323
Org line C,INDIA,Rajkishore,in,E_7,Accepted,Low,PROD424,2011-12-26 16:36:48+00:00,Assigned,1-628203323
Org line C,INDIA,Rajkishore,in,E_7,Accepted,Low,PROD424,2011-12-27 11:05:29+00:00,In Progress,1-628203323
Org line C,INDIA,Rajkishore,in,E_7,Accepted,Low,PROD424,2012-01-17 21:43:17+00:00,Wait,1-628203323
Org line C,INDIA,Rajkishore,in,E_7,Accepted,Low,PROD424,2012-04-03 22:11:09+00:00,In Progress,1-628203323
Org line C,INDIA,Rajkishore,in,E_7,Completed,Low,PROD424,2012-05-08 03:29:27+00:00,Closed,1-628203323
Org line C,Sweden,Peter,se,E_7,Accepted,Low,PROD673,2011-12-23 10:46:51+00:00,In Progress,1-628669941
Org line C,Sweden,Peter,se,E_7,Completed,Low,PROD673,2012-01-02 09:24:05+00:00,Closed,1-628669941
Org line A2,Sweden,Maria,se,A2_4,Accepted,Medium,PROD591,2011-12-29 13:34:26+00:00,In Progress,1-631001113
Org line A2,Sweden,Maria,se,A2_4,Completed,Medium,PROD591,2012-01-02 08:23:31+00:00,Closed,1-631001113
Org line C,USA,Robert,us,E_4,Accepted,High,PROD793,2011-12-30 00:45:55+00:00,In Progress,1-631117870
Org line C,USA,Robert,us,E_4,Accepted,High,PROD793,2011-12-30 00:47:40+00:00,Wait,1-631117870
Org line C,USA,Robert,us,E_4,Accepted,High,PROD793,2011-12-30 00:49:46+00:00,Wait,1-631117870
Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2012-01-24 09:38:12+00:00,Awaiting Assignment,1-631117870
Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2012-03-07 13:19:55+00:00,Awaiting Assignment,1-631117870
Org line C,Sweden,Vaibhav,us,E_4,Accepted,High,PROD793,2012-03-12 19:24:36+00:00,In Progress,1-631117870
Org line C,Sweden,Vaibhav,us,E_4,Completed,High,PROD793,2012-03-19 09:54:09+00:00,Closed,1-631117870
Org line A2,Sweden,Vikrant,se,A2_4,Accepted,Medium,PROD337,2012-01-04 11:50:05+00:00,In Progress,1-634487640
Org line A2,Sweden,Vikrant,se,A2_4,Completed,Medium,PROD337,2012-01-25 14:31:46+00:00,Closed,1-634487640
Org line C,Sweden,Kjell,se,V3_1,Accepted,Medium,PROD631,2012-01-04 12:36:18+00:00,In Progress,1-634506651
Org line C,Sweden,Kjell,se,V3_1,Completed,Medium,PROD631,2012-01-04 12:53:35+00:00,Closed,1-634506651
Org line C,Sweden,Peter,se,E_7,Accepted,Low,PROD673,2012-01-04 13:02:22+00:00,In Progress,1-634533656
Org line C,Sweden,Peter,se,E_7,Completed,Low,PROD673,2012-01-09 13:11:00+00:00,Closed,1-634533656
Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2012-01-05 14:48:54+00:00,In Progress,1-635382525
Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-01-10 15:36:47+00:00,Closed,1-635382525
Org line C,Sweden,Prasad,us,E_10,Accepted,Medium,PROD494,2012-01-06 15:40:03+00:00,In Progress,1-636080278
Org line C,Sweden,Prasad,us,E_10,Queued,Medium,PROD494,2012-01-06 15:51:57+00:00,Awaiting Assignment,1-636080278
Org line C,Sweden,Prasad,us,E_10,Queued,Medium,PROD494,2012-01-09 12:54:45+00:00,Awaiting Assignment,1-636080278
Org line C,Sweden,Jitender,us,E_10,Accepted,Medium,PROD494,2012-01-09 15:28:35+00:00,In Progress,1-636080278
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2012-01-06 16:05:47+00:00,In Progress,1-636102195
Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2012-01-06 16:15:10+00:00,Wait,1-636102195
Org line C,USA,Robert,us,E_4,Queued,Medium,PROD793,2012-01-21 03:17:23+00:00,Awaiting Assignment,1-636102195
Org line C,INDIA,Hineesh,us,E_4,Accepted,Medium,PROD793,2012-02-29 13:04:23+00:00,Assigned,1-636102195
Org line C,INDIA,Hineesh,us,E_4,Accepted,Medium,PROD793,2012-03-05 16:30:53+00:00,Wait,1-636102195
Org line C,INDIA,Hineesh,us,E_4,Completed,Medium,PROD793,2012-03-28 17:51:35+00:00,Closed,1-636102195
Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted,Medium,PROD791,2012-01-09 10:34:33+00:00,Assigned,1-636852199
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-09 10:19:06+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-09 10:21:20+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-09 11:44:21+00:00,In Progress,1-636931254
Org line C,Sweden,Prasad,in,E_10,Queued,High,PROD494,2012-01-09 11:45:27+00:00,Awaiting Assignment,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-09 11:45:51+00:00,In Progress,1-636931254
Org line C,Sweden,Prasad,in,E_10,Queued,High,PROD494,2012-01-09 11:46:05+00:00,Awaiting Assignment,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-09 11:46:41+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Completed,High,PROD494,2012-01-09 12:59:51+00:00,Closed,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-24 14:00:13+00:00,In Progress,1-636931254
Org line C,Sweden,Prasad,in,E_10,Queued,High,PROD494,2012-01-24 14:05:59+00:00,Awaiting Assignment,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-24 14:06:00+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-01-24 14:07:11+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Completed,High,PROD494,2012-01-24 14:23:47+00:00,Closed,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-02-09 10:00:51+00:00,In Progress,1-636931254
Org line C,Sweden,Prasad,in,E_10,Accepted,High,PROD494,2012-02-09 10:01:34+00:00,Assigned,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-02-09 10:01:40+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Completed,High,PROD494,2012-02-09 10:14:43+00:00,Closed,1-636931254
Org line C,Sweden,Jitender,in,E_10,Accepted,High,PROD494,2012-02-09 11:35:52+00:00,In Progress,1-636931254
Org line C,Sweden,Jitender,in,E_10,Completed,High,PROD494,2012-02-09 11:37:52+00:00,Closed,1-636931254
Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2012-01-09 11:55:12+00:00,In Progress,1-637059802
Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-01-09 11:55:57+00:00,Closed,1-637059802
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Medium,PROD236,2012-01-09 12:49:14+00:00,In Progress,1-637089310
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Medium,PROD236,2012-01-09 12:52:21+00:00,Assigned,1-637089310
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Medium,PROD236,2012-02-14 15:02:15+00:00,In Progress,1-637089310
Org line A2,United Kingdom,Timothy,gb,A2_1,Accepted,Medium,PROD236,2012-02-16 13:15:37+00:00,In Progress,1-637089310
Org line A2,United Kingdom,Timothy,gb,A2_1,Completed,Medium,PROD236,2012-02-16 13:16:32+00:00,Closed,1-637089310
Org line C,Sweden,Ann-Charlotte,se,E_10,Accepted,Low,PROD802,2012-01-10 11:11:08+00:00,In Progress,1-637713545
